SMILES,pIC50,source
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=CC=C4F,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(C)C=C4F,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(F)C=C4F,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(N(C)C)C=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(N(C)C)=CC=C4)=CC=C2)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(N(C)C)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(NC)C=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(NC)=CC=C4,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(NC)=CC=C4,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(N)=CC=C4)=CC=C2)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(N)=CC=C4,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(N)C=C4)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(N)C=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(SC)C=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(SC)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(OC)C=C4,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=C(O)C=CC=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(O)=CC=C4)=CC=C2)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(O)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC(C)C)=CC=C4,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OCCCCCC)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OCCOC)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC[C@@H]5CNCCO5)=CC=C4,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(OC[C@@H]5CN(C)CCO5)=CC=C4)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(OC(F)(F)F)C=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC(F)(F)F)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC(F)F)=CC=C4,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(OC(F)F)C=C4)=NN=C1,7.30103,CAS
C(F)(F)(F)C1=C(C=CC=C1)C=2OC(=NC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C(F)(F)F)=CC=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C(F)F)=CC=C4)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C#N)C=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C#N)=CC=C4,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C#N)C=C4,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C(OC)=O)=CC=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(OC)=O)C=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(O)=O)C=C4)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(N)=O)C=C4)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(SC)C=CC=C4,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(S(C)(=O)=O)=CC=C4,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(S(C)(=O)=O)C=C4,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(S(N)(=O)=O)=CC=C4,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(S(N)(=O)=O)C=C4,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC5=C(C=C4)C=CC=C5)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C=4C=C5C(=CC4)OCCO5)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C=4C=C5C(=CC4)CCCC5)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5=CC=CC=C5)=NN=C1,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C=C4)C5=CC=CC=C5,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5=CC=CC=N5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5C=CC=NC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5C=CN=CC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCOCC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCOCC5)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCOCC5,7.30103,CAS
FC1=C(C=2OC(=NC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=CC(=C1)N5CCOCC5,6.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCNCC5)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCNCC5,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C)CC5)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C)CC5,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C(C)C)CC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(CC5)C6CC6)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(S(C)(=O)=O)CC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCCCC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(C=4C=C(N5C6CCC5CCC6)C=CC4)=CN3)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCC(CC5)N6CCOCC6)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCNCC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CN(C(OC(C)(C)C)=O)CC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)N5CCCC5)=CC=C2)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCCC5,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CC(N)CC5,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CC(NC(OC(C)(C)C)=O)CC5,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCCC5,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCCC5,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCCC5)=NN=C1,6.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCCC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)C5CCCC5)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCC5)=CC=C2)=NN=C1,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCC5,7.30103,CAS
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCC5,7.30103,CAS
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCCCC5)=NN=C1,7.30103,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=NC=CS4,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(C4=NC=5C(O4)=CC=CC5)=CN3)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)N5C=C(N=C5)C6CC6)=CC=C2)=NN=C1,7.30103,CAS
C(C)(C)N1C(=NN=C1)C2=CC(=CS2)C=3OC(=CN3)C4=CC=CC=C4,7.30103,CAS
O=C1N(C2=NC(C=3N(C=NN3)C4CC4)=CC=C2)CC5=C1SC=C5,6.0,CAS
O=C1C2=C(C=C(S2)C3=C(C(C)=O)C=CC=C3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0,CAS
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(S2)C6=CC(NC(C)=O)=CC=C6,6.0,CAS
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(S2)C6CCOCC6,6.0,CAS
O=C1N(CC2=C1SC(C)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0,CAS
O=C1N(CC2=C1SC(CC)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0,CAS
O=C1C2=C(C(=CS2)C3=CC=CC=C3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0,CAS
O=C1C2=C(C(=CS2)C3CCOCC3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,5.25964,CAS
O=C1N(CC2=C1SC=C2C)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0,CAS
O=C1N(CC2=C1SC=C2Br)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,5.25964,CAS
N(CC(C)C)C=1C2=C(C(=O)N(C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)SC1,6.0,CAS
O=C1C2=C(C=3C(S2)=CC=CC3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0,CAS
O=C1N(CC2=C1SC(OC)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0,CAS
O=C1N(CC2=C1SC=C2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,6.0,CAS
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(N(C)C)S2,6.0,CAS
N([C@@H](C)C1=C(F)C=C(F)C=C1)C2=NN3C(=CN=C3C=C2)C4=NNC(C)=C4,6.0,CAS
BrC1=C2C(N=C(NCCCNC(CCC(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H](CCC(O)=O)C(O)=O)=O)CCC(O)=O)=O)CCC(O)=O)=O)CCC(O)=O)=O)=O)N2)=C(Br)C(Br)=C1Br,7.60206,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)C=NN6)=CC=C4,8.23657,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)C=NN6)=CC=C4,8.04096,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)C=NN6)=CC=C4,8.07058,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO5)C7CC7)C=NN6)=CC=C4,7.93181,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C(C)(C)CO5)C=NN6)=CC=C4,8.25181,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OCC6(N7C(C5=CC=C4)=NN=C7)CC6,9.30103,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)N=NN6)=CC=C4,8.24413,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)N=NN6)=CC=C4,8.23657,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO5)C7CC7)N=NN6)=CC=C4,8.3279,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)N=NN6)=CC=C4,8.24413,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)N=NN6)=CC=C4,8.11351,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)C=NN6)=CC=C4,8.26761,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)C=NN6)=CC=C4,8.24413,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C(C)(C)CO5)N=NN6)=CC=C4,8.284,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OCC6(N7C(C5=CC=C4)=NN=N7)CC6,8.37675,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C(CO)CO5)C=NN6)=CC=C4,8.23657,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO)CO5)C=NN6)=CC=C4,8.284,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CO)CO5)N=NN6)=CC=C4,7.96257,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CO)CO5)N=NN6)=CC=C4,7.93554,CAS
C(NC1=C2C(C=3N([C@H](C)CO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCOCC5)N6C=C(N=C6)C7CC7,8.65758,CAS
N(C(=O)C1=CC(=C(C=N1)N2CCOCC2)N3C=C(N=C3)C4CC4)C5=C6OCC7(N8C(C6=CC=C5)=NN=N8)CC7,8.22185,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCOCC5)N6C=C(N=C6)C7CC7,8.22185,CAS
C(NC1=C2C(C=3N([C@@H](C)CO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCOCC5)N6C=C(N=C6)C7CC7,9.22185,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CF)CO5)N=NN6)=CC=C4,8.09691,CAS
N(C(=O)C1=CC(=C(C=N1)N2CCOCC2)N3C=C(N=C3)C4CC4)C5=C6C(C=7N(C(C)(C)CO6)N=NN7)=CC=C5,9.30103,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO)CO5)N=NN6)=CC=C4,9.04576,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO)CO5)N=NN6)=CC=C4,8.20761,CAS
N(C(=O)C1=CC(=C(C=N1)N2CCOCC2)N3C=C(N=C3)C4CC4)C5=C6OCC7(N8C(C6=CC=C5)=NN=C8)CC7,8.48149,CAS
N(C(=O)C1=CC(=C(C=N1)N2CCOCC2)N3C=C(N=C3)C4CC4)C5=C6C(C=7N(C(C)(C)CO6)C=NN7)=CC=C5,8.25181,CAS
C(NC1=C2C(C=3N([C@@H](C)CO2)C=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCOCC5)N6C=C(N=C6)C7CC7,9.22185,CAS
C(NC1=C2C(C=3N([C@H](C)CO2)C=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCOCC5)N6C=C(N=C6)C7CC7,8.25964,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CF)CO5)N=NN6)=CC=C4,8.16749,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CF)CO5)C=NN6)=CC=C4,8.34679,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CF)CO5)C=NN6)=CC=C4,8.38722,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CF)CO5)N=NN6)=CC=C4,8.34679,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CF)CO5)N=NN6)=CC=C4,8.24413,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CF)CO5)C=NN6)=CC=C4,8.50864,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CF)CO5)C=NN6)=CC=C4,8.38722,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C[C@@H](C)O5)C=NN6)=CC=C4,8.38722,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C[C@H](C)O5)C=NN6)=CC=C4,8.60206,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)N=NC6)=CC=C4,9.30103,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)C=NC6)=CC=C4,8.24413,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)C=NC6)=CC=C4,7.82102,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)C=NC6)=CC=C4,8.16749,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C[C@H](C)O5)N=NN6)=CC=C4,7.77469,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C[C@@H](C)O5)N=NN6)=CC=C4,9.04576,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OC6(CN7C(C5=CC=C4)=NN=N7)CC6,8.37675,CAS
C(NC1=C2C(C=3N(CCO2)C=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCOCC5)N6C=C(N=C6)C7CC7,7.80688,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OC6(CN7C(C5=CC=C4)=NN=C7)CC6,8.27572,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)N=NN6)=CC=C4,8.40894,CAS
CC1=C2C=3C(=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3)OCCN2C=N1,6.51286,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C[C@@H](C)O5)C=NN6)=CC=C4,7.6073,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCN(C)CC5)N6C=C(N=C6)C7CC7,8.22915,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5C[C@@H](C)OCC5)N6C=C(N=C6)C7CC7,8.67778,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5C[C@H](O)CC5)N6C=C(N=C6)C7CC7,8.3279,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CCC5)N6C=C(N=C6)C7CC7,8.49485,CAS
N(C(=O)C1=CC(=C(N(C)C)C=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)N=NN6)=CC=C4,8.16115,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5C[C@@H](O)CC5)N6C=C(N=C6)C7CC7,8.45593,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CC(C)(O)CC5)N6C=C(N=C6)C7CC7,8.56864,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5[C@@H](C)COCC5)N6C=C(N=C6)C7CC7,8.48149,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5C[C@H](C)OCC5)N6C=C(N=C6)C7CC7,8.22185,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5CC(C)(O)C5)N6C=C(N=C6)C7CC7,8.58503,CAS
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5[C@H](C)COCC5)N6C=C(N=C6)C7CC7,8.65758,CAS
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)C=NN6)=CC=C4,7.45346,CAS
N(C(=O)C1=CC(=C(OC(C)C)C=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)N=NN6)=CC=C4,8.74473,CAS
N(C(=O)C1=CC(=C(OC(C)C)C=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)N=NN6)=CC=C4,8.38722,CAS
N(C(=O)C1=CC(=C(OC(C)C)C=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)N=NN6)=CC=C4,8.27572,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OC6(CN7C(C5=CC=C4)=NN=N7)CCC6,7.93554,CAS
BrC1=C2C=3C(=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3)OCCN2C=N1,7.40012,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)N=NN6)=CC=C4,8.18046,CAS
O=S1(=O)C=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2)CN1C,7.25964,CAS
O=S1(=O)C=2C(CN1C(C)(C)C)=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2,7.25964,CAS
O=S1(=O)C=2C(CN1CCOC)=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2,7.25964,CAS
O=S1(=O)C=2C(=CC(OC)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2)CN1C,9.0,CAS
O=S1(=O)C=2C(CN1C(C)(C)C)=CC(OC)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2,9.0,CAS
O=S1(=O)C=2C(CN1CCOC)=CC(OC)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2,7.25964,CAS
O=S1(=O)C=2C(CN1C(C)(C)C)=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)N=NN4)=O)C2,6.25964,CAS
